,age,sex,decile_score,priors_count,race,days_in_jail,c_days_from_compas,is_violent_recid,v_decile_score,is_recid
9604,23,1,6,2,African-American,1.0,1.0,0,5,1
9605,30,1,3,6,Asian,0.0,1.0,0,2,1
9606,55,1,6,12,African-American,69.0,70.0,1,2,1
9607,28,1,5,0,African-American,0.0,1.0,0,4,-1
9608,19,1,3,1,African-American,0.0,3.0,0,7,0
9609,19,1,3,1,African-American,0.0,3.0,0,7,0
9610,30,1,4,0,Caucasian,56.0,1.0,0,5,0
9611,30,1,4,0,Caucasian,56.0,1.0,0,5,0
9612,34,1,4,13,African-American,0.0,1.0,0,1,1
9613,34,1,4,13,African-American,0.0,1.0,0,1,1
9614,56,1,1,2,Caucasian,1.0,39.0,0,1,0
9615,33,1,6,4,African-American,1.0,1.0,0,2,0
9616,33,1,6,4,African-American,1.0,1.0,0,2,0
9617,28,1,2,1,African-American,1.0,1.0,0,3,0
9618,42,0,7,5,African-American,170.0,0.0,0,4,0
9619,29,1,8,1,African-American,40.0,1.0,0,8,0
9620,38,1,1,0,Caucasian,0.0,1.0,0,1,0
9621,37,1,3,0,Caucasian,0.0,1.0,0,2,0
9622,33,0,1,0,Caucasian,0.0,1.0,0,1,1
9623,33,0,1,0,Caucasian,0.0,1.0,0,1,1
9624,30,1,2,0,Hispanic,0.0,0.0,0,2,0
9625,40,1,1,0,African-American,6.0,6.0,0,1,0
9626,40,1,1,0,African-American,6.0,6.0,0,1,0
9627,51,1,9,19,African-American,13.0,1.0,0,4,0
9628,51,1,9,19,African-American,13.0,1.0,0,4,0
9629,42,0,9,3,African-American,32.0,1.0,0,3,0
9630,42,0,9,3,African-American,32.0,1.0,0,3,0
9631,35,1,2,1,African-American,0.0,1613.0,0,1,0
9632,65,1,5,7,African-American,0.0,1.0,0,1,0
9633,65,1,5,7,African-American,0.0,1.0,0,1,0
9634,32,0,1,1,African-American,0.0,1.0,0,1,0
9635,38,0,3,5,Caucasian,7.0,15.0,0,1,0
9636,38,0,3,5,Caucasian,7.0,15.0,0,1,0
9637,23,1,7,0,African-American,148.0,1.0,0,8,0
9638,23,1,7,0,African-American,148.0,1.0,0,8,0
9639,38,1,7,5,Caucasian,0.0,3.0,0,2,1
9640,38,1,7,5,Caucasian,0.0,3.0,0,2,1
9641,38,1,7,5,Caucasian,0.0,3.0,0,2,1
9642,38,1,7,5,Caucasian,0.0,3.0,0,2,1
9643,35,1,4,1,African-American,0.0,1.0,0,3,0
9644,35,1,4,1,African-American,0.0,1.0,0,3,0
9645,57,1,1,1,Caucasian,0.0,26.0,0,1,0
9646,25,1,10,1,Hispanic,144.0,1.0,0,9,0
9647,26,1,3,1,Caucasian,1.0,1.0,0,3,0
9648,39,1,1,0,Hispanic,2.0,1.0,0,2,0
9649,23,0,8,7,Hispanic,1.0,199.0,1,5,1
9650,36,0,6,4,African-American,1.0,1.0,1,3,1
9651,36,0,6,4,African-American,1.0,1.0,1,3,1
9652,25,0,4,7,African-American,2.0,1.0,0,3,0
9653,31,0,4,1,Caucasian,2.0,1.0,0,2,0
9654,33,0,4,2,Hispanic,9.0,10.0,0,2,1
9655,33,0,4,2,Hispanic,9.0,10.0,0,2,1
9656,33,0,4,2,Hispanic,9.0,10.0,0,2,1
9657,40,1,2,2,Caucasian,0.0,1.0,0,2,0
9658,35,1,5,3,Caucasian,1.0,1.0,1,3,1
9659,33,1,1,0,African-American,0.0,1.0,0,1,0
9660,33,1,1,0,African-American,0.0,1.0,0,1,0
9661,26,0,8,0,African-American,0.0,1.0,0,5,0
9662,47,1,1,0,Caucasian,1.0,0.0,0,1,0
9663,55,1,1,2,Other,0.0,1.0,0,1,0
9664,53,0,1,0,Hispanic,0.0,1.0,0,1,0
9665,31,1,5,6,Other,0.0,659.0,0,4,0
9666,22,1,7,0,Caucasian,1.0,1.0,0,6,0
9667,22,1,7,0,Caucasian,1.0,1.0,0,6,0
9668,35,1,4,1,Caucasian,4.0,16.0,0,1,1
9669,36,0,3,1,African-American,0.0,1.0,1,2,1
9670,36,0,3,1,African-American,0.0,1.0,1,2,1
9671,36,0,3,1,African-American,0.0,1.0,1,2,1
9672,33,1,1,0,Hispanic,0.0,0.0,0,1,0
9673,25,0,3,0,Caucasian,0.0,1.0,0,3,0
9674,38,1,4,1,Caucasian,37.0,38.0,0,2,0
9675,52,1,6,10,Hispanic,149.0,1.0,0,7,0
9676,52,1,6,10,Hispanic,149.0,1.0,0,7,0
9677,58,1,8,2,Caucasian,160.0,316.0,0,6,0
9678,58,1,8,2,Caucasian,160.0,316.0,0,6,0
9679,23,1,7,3,Hispanic,276.0,292.0,1,8,1
9680,34,1,3,7,African-American,7.0,110.0,0,2,0
9681,51,1,3,6,Caucasian,2.0,0.0,0,2,1
9682,51,1,3,6,Caucasian,2.0,0.0,0,2,1
9683,51,1,3,6,Caucasian,2.0,0.0,0,2,1
9684,29,1,6,2,Caucasian,43.0,1.0,0,4,0
9685,58,1,9,20,African-American,102.0,127.0,0,4,0
9686,24,1,8,8,African-American,214.0,1.0,0,8,1
9687,54,0,1,0,Hispanic,0.0,1.0,0,1,-1
9688,32,1,2,0,Caucasian,0.0,1.0,0,1,1
9689,32,1,2,0,Caucasian,0.0,1.0,0,1,1
9690,39,0,4,1,African-American,14.0,15.0,0,1,0
9691,39,0,4,1,African-American,14.0,15.0,0,1,0
9692,43,1,7,8,African-American,348.0,1.0,0,5,1
9693,43,1,7,8,African-American,348.0,1.0,0,5,1
9694,45,1,7,20,African-American,46.0,0.0,0,2,1
9695,45,1,7,20,African-American,46.0,0.0,0,2,1
9696,42,1,5,10,African-American,0.0,17.0,1,1,1
9697,42,1,5,10,African-American,0.0,17.0,1,1,1
9698,22,1,7,1,African-American,6.0,1.0,0,5,1
9699,49,1,4,4,African-American,1.0,26.0,0,1,0
9700,49,1,4,4,African-American,1.0,26.0,0,1,0
9701,42,1,1,0,African-American,33.0,4.0,0,1,1
9702,42,1,1,0,African-American,33.0,4.0,0,1,1
9703,40,1,8,0,Caucasian,29.0,1.0,1,10,1
9704,40,1,1,0,Caucasian,0.0,1.0,0,1,0
9705,25,1,7,2,African-American,0.0,1.0,0,3,1
9706,25,1,7,2,African-American,0.0,1.0,0,3,1
9707,25,1,7,2,African-American,0.0,1.0,0,3,1
9708,25,1,7,2,African-American,0.0,1.0,0,3,1
9709,25,1,7,2,African-American,0.0,1.0,0,3,1
9710,25,1,5,0,Caucasian,2.0,2.0,0,3,1
9711,25,1,5,0,Caucasian,2.0,2.0,0,3,1
9712,25,1,5,0,Caucasian,2.0,2.0,0,3,1
9713,23,1,5,0,African-American,2.0,1.0,0,7,0
9714,23,1,5,0,African-American,2.0,1.0,0,7,0
9715,32,1,2,0,Hispanic,0.0,1.0,0,2,-1
9716,21,1,7,2,Caucasian,1.0,1.0,0,7,1
9717,21,1,7,2,Caucasian,1.0,1.0,0,7,1
9718,21,1,7,2,Caucasian,1.0,1.0,0,7,1
9719,31,1,5,3,Caucasian,0.0,0.0,0,4,0
9720,37,0,1,0,Caucasian,0.0,1.0,0,1,0
9721,36,0,2,1,African-American,0.0,4.0,0,1,0
9722,28,0,2,0,African-American,0.0,0.0,0,2,0
9723,24,1,9,11,African-American,51.0,1.0,0,5,1
9724,24,1,9,11,African-American,51.0,1.0,0,5,1
9725,24,1,9,11,African-American,51.0,1.0,0,5,1
9726,24,1,9,11,African-American,51.0,1.0,0,5,1
9727,45,1,1,0,Caucasian,37.0,0.0,0,1,0
9728,45,1,1,0,Caucasian,37.0,0.0,0,1,0
9729,23,1,4,2,African-American,1.0,1.0,0,4,1
9730,23,1,4,2,African-American,1.0,1.0,0,4,1
9731,39,1,8,7,African-American,0.0,1.0,1,6,1
9732,25,1,2,2,African-American,0.0,0.0,0,2,0
9733,25,1,4,2,Caucasian,42.0,63.0,0,4,0
9734,25,1,4,2,Caucasian,42.0,63.0,0,4,0
9735,25,1,4,2,Caucasian,42.0,63.0,0,4,0
9736,24,1,2,1,African-American,0.0,1.0,0,4,0
9737,46,1,1,1,Caucasian,1.0,1.0,0,1,0
9738,46,1,1,1,Caucasian,1.0,1.0,0,1,0
9739,47,1,1,3,Caucasian,2.0,1.0,0,1,0
9740,49,1,1,0,African-American,0.0,1.0,0,1,-1
9741,54,1,4,2,Caucasian,1.0,101.0,1,3,1
9742,54,1,4,2,Caucasian,1.0,101.0,1,3,1
9743,22,1,4,1,African-American,0.0,1.0,0,5,1
9744,34,0,2,0,Caucasian,1.0,2.0,0,1,0
9745,33,1,1,0,Caucasian,0.0,0.0,0,1,1
9746,33,1,1,0,Caucasian,0.0,0.0,0,1,1
9747,35,1,4,7,African-American,5.0,1.0,0,4,0
9748,35,1,4,7,African-American,5.0,1.0,0,4,0
9749,26,1,6,1,African-American,22.0,214.0,0,7,0
9750,26,1,6,1,African-American,22.0,214.0,0,7,0
9751,27,1,6,1,Caucasian,0.0,150.0,0,3,0
9752,29,1,10,16,African-American,0.0,1.0,0,8,1
9753,29,1,10,16,African-American,0.0,1.0,0,8,1
9754,29,1,10,16,African-American,0.0,1.0,0,8,1
9755,38,0,1,1,Hispanic,1.0,0.0,0,1,0
9756,26,1,5,3,African-American,0.0,1.0,0,6,0
9757,47,1,2,1,African-American,0.0,5519.0,0,1,0
9758,34,1,2,3,Hispanic,5.0,6.0,0,2,0
9759,34,1,2,3,Hispanic,5.0,6.0,0,2,0
9760,34,1,2,3,Hispanic,5.0,6.0,0,2,0
9761,34,1,2,3,Hispanic,5.0,6.0,0,2,0
9762,32,1,5,1,African-American,0.0,115.0,0,5,0
9763,32,1,5,1,African-American,0.0,115.0,0,5,0
9764,49,1,2,0,African-American,0.0,1.0,0,1,-1
9765,29,1,6,0,African-American,0.0,0.0,0,3,0
9766,25,0,3,2,Caucasian,0.0,1.0,0,3,1
9767,34,1,6,16,Caucasian,1.0,1.0,0,6,1
9768,55,0,1,1,African-American,0.0,1.0,0,1,0
9769,27,1,4,0,African-American,0.0,1.0,0,4,1
9770,27,1,4,0,African-American,0.0,1.0,0,4,1
9771,26,1,3,0,African-American,1.0,1.0,0,3,0
9772,20,1,9,3,Caucasian,68.0,1.0,0,10,0
9773,20,1,9,3,Caucasian,68.0,1.0,0,10,0
9774,20,1,9,3,Caucasian,68.0,1.0,0,10,0
9775,39,1,9,19,African-American,179.0,1.0,0,7,1
9776,39,1,9,19,African-American,179.0,1.0,0,7,1
9777,39,1,9,19,African-American,179.0,1.0,0,7,1
9778,24,1,7,1,African-American,0.0,0.0,0,7,0
9779,29,1,2,0,Caucasian,0.0,0.0,0,2,0
9780,46,1,1,0,Caucasian,3.0,1.0,0,1,0
9781,51,1,1,0,African-American,0.0,1.0,0,1,0
9782,31,0,7,3,Caucasian,1.0,146.0,0,4,1
9783,31,0,7,3,Caucasian,1.0,146.0,0,4,1
9784,31,0,7,3,Caucasian,1.0,146.0,0,4,1
9785,31,0,7,3,Caucasian,1.0,146.0,0,4,1
9786,62,1,8,0,African-American,0.0,1.0,0,4,-1
9787,50,1,1,13,African-American,242.0,0.0,0,1,1
9788,50,1,1,13,African-American,242.0,0.0,0,1,1
9789,50,1,1,13,African-American,242.0,0.0,0,1,1
9790,25,1,5,2,Hispanic,0.0,1.0,0,3,1
9791,25,1,5,2,Hispanic,0.0,1.0,0,3,1
9792,25,1,5,2,Hispanic,0.0,1.0,0,3,1
9793,25,1,5,2,Hispanic,0.0,1.0,0,3,1
9794,31,1,5,4,African-American,2.0,12.0,0,4,1
9795,31,1,5,4,African-American,2.0,12.0,0,4,1
9796,22,1,2,2,Other,51.0,51.0,0,4,0
9797,22,1,2,2,Other,51.0,51.0,0,4,0
9798,31,1,2,0,Other,0.0,1.0,0,2,0
9799,54,1,9,15,African-American,139.0,578.0,0,3,0
9800,26,1,6,2,Caucasian,0.0,1.0,0,8,1
9801,26,1,6,2,Caucasian,0.0,1.0,0,8,1
9802,44,1,1,0,Caucasian,1.0,1.0,0,1,0
9803,54,1,2,2,Caucasian,97.0,0.0,0,1,0
9804,50,1,4,5,African-American,0.0,1.0,0,2,0
9805,33,1,8,14,African-American,0.0,1.0,1,4,1
9806,43,1,1,0,Caucasian,67.0,1.0,0,1,0
9807,22,1,4,0,African-American,0.0,1.0,0,5,1
9808,37,1,3,2,Caucasian,0.0,37.0,0,2,0
9809,35,1,9,8,African-American,239.0,0.0,0,8,1
9810,35,1,9,8,African-American,239.0,0.0,0,8,1
9811,30,0,7,4,Other,1.0,1.0,0,4,1
9812,30,0,7,4,Other,1.0,1.0,0,4,1
9813,34,0,4,1,Caucasian,1.0,2.0,0,1,0
9814,25,1,2,0,African-American,0.0,1.0,0,3,0
9815,25,1,5,0,African-American,0.0,1.0,0,3,0
9816,44,1,2,0,African-American,0.0,1.0,0,1,1
9817,44,1,2,0,African-American,0.0,1.0,0,1,1
9818,29,0,7,2,Caucasian,8.0,1.0,0,4,1
9819,29,0,7,2,Caucasian,8.0,1.0,0,4,1
9820,29,0,7,2,Caucasian,8.0,1.0,0,4,1
9821,49,1,1,0,African-American,0.0,1.0,0,1,-1
9822,46,1,3,2,Caucasian,2.0,23.0,0,1,1
9823,46,1,3,2,Caucasian,2.0,23.0,0,1,1
9824,46,1,3,2,Caucasian,2.0,23.0,0,1,1
9825,46,1,3,2,Caucasian,2.0,23.0,0,1,1
9826,46,1,3,2,Caucasian,2.0,23.0,0,1,1
9827,53,1,1,0,Caucasian,4.0,0.0,0,1,0
9828,24,1,7,2,African-American,1.0,1.0,0,4,1
9829,27,1,2,0,Hispanic,0.0,1.0,0,2,0
9830,27,1,2,0,Hispanic,0.0,1.0,0,2,0
9831,52,0,1,2,African-American,1.0,1.0,0,1,1
9832,27,1,2,0,African-American,0.0,1.0,0,2,1
9833,41,1,1,0,Caucasian,1.0,1.0,0,1,0
9834,21,0,5,0,African-American,0.0,2.0,0,6,1
9835,21,0,5,0,African-American,0.0,2.0,0,6,1
9836,23,1,8,6,African-American,1.0,1.0,0,5,0
9837,23,1,8,6,African-American,1.0,1.0,0,5,0
9838,42,1,1,4,African-American,12.0,1.0,0,1,0
9839,24,1,4,1,Caucasian,0.0,0.0,0,3,0
9840,38,1,2,8,Caucasian,0.0,32.0,0,4,0
9841,38,1,2,8,Caucasian,0.0,32.0,0,4,0
9842,62,1,2,6,Caucasian,21.0,1.0,0,1,0
9843,23,1,2,0,Caucasian,0.0,2.0,0,4,0
9844,42,1,1,0,African-American,1.0,1.0,0,1,0
9845,32,1,5,4,Caucasian,5.0,47.0,0,1,0
9846,32,1,5,4,Caucasian,5.0,47.0,0,1,0
9847,24,1,7,3,Hispanic,0.0,8.0,1,8,1
9848,24,1,8,5,African-American,1.0,1.0,0,9,1
9849,24,1,8,5,African-American,1.0,1.0,0,9,1
9850,29,0,6,1,African-American,15.0,1.0,0,4,0
9851,26,1,8,4,African-American,0.0,1.0,0,4,1
9852,26,1,8,4,African-American,0.0,1.0,0,4,1
9853,26,1,8,4,African-American,0.0,1.0,0,4,1
9854,26,1,8,4,African-American,0.0,1.0,0,4,1
9855,50,1,3,9,Caucasian,424.0,1.0,0,2,1
9856,50,1,3,9,Caucasian,424.0,1.0,0,2,1
9857,32,0,6,3,African-American,1.0,1.0,0,4,0
9858,40,1,9,13,African-American,1.0,1.0,0,3,0
9859,40,1,9,13,African-American,1.0,1.0,0,3,0
9860,40,1,9,13,African-American,1.0,1.0,0,3,0
9861,25,1,2,1,Caucasian,0.0,81.0,0,3,1
9862,25,1,2,1,Caucasian,0.0,81.0,0,3,1
9863,25,1,2,1,Caucasian,0.0,81.0,0,3,1
9864,42,1,4,4,Caucasian,21.0,1.0,0,4,0
9865,56,1,6,18,African-American,76.0,3.0,0,1,0
9866,56,1,6,18,African-American,76.0,3.0,0,1,0
9867,39,1,6,6,African-American,0.0,1.0,0,3,0
9868,42,1,1,1,Hispanic,118.0,119.0,0,1,0
9869,52,1,2,4,Caucasian,37.0,1.0,0,2,0
9870,27,1,3,2,African-American,0.0,1.0,0,4,0
9871,27,1,3,2,African-American,0.0,1.0,0,4,0
9872,23,1,9,0,Caucasian,0.0,1.0,0,5,1
9873,37,1,9,22,African-American,1.0,61.0,0,4,1
9874,37,1,9,22,African-American,1.0,61.0,0,4,1
9875,32,1,4,1,African-American,3.0,1.0,1,2,1
9876,38,1,7,2,African-American,6.0,66.0,1,4,1
9877,38,1,7,2,African-American,6.0,66.0,1,4,1
9878,35,1,7,0,African-American,0.0,1.0,0,6,-1
9879,50,1,1,0,African-American,0.0,1.0,0,1,-1
9880,52,1,3,4,Caucasian,1.0,1.0,0,2,1
9881,52,1,3,4,Caucasian,1.0,1.0,0,2,1
9882,52,0,1,1,African-American,66.0,1.0,0,1,0
9883,29,1,2,2,Caucasian,3.0,1.0,0,3,0
9884,28,1,3,7,African-American,0.0,239.0,1,2,1
9885,63,1,1,0,Caucasian,22.0,1.0,0,1,0
9886,49,1,1,0,African-American,0.0,0.0,0,1,0
9887,20,1,3,0,African-American,0.0,1.0,0,5,0
9888,50,1,1,0,Caucasian,2.0,2.0,0,1,0
9889,26,1,2,2,Caucasian,1.0,1.0,0,3,1
9890,34,0,8,0,Caucasian,31.0,1.0,0,2,1
9891,28,0,7,1,Caucasian,9.0,1.0,0,3,1
9892,28,0,7,1,Caucasian,9.0,1.0,0,3,1
9893,28,0,7,1,Caucasian,9.0,1.0,0,3,1
9894,36,1,8,4,Caucasian,37.0,158.0,0,2,1
9895,36,1,8,4,Caucasian,37.0,158.0,0,2,1
9896,36,1,8,4,Caucasian,37.0,158.0,0,2,1
9897,36,1,8,4,Caucasian,37.0,158.0,0,2,1
9898,36,1,8,4,Caucasian,37.0,158.0,0,2,1
9899,45,1,2,1,African-American,47.0,49.0,0,1,1
9900,45,1,2,1,African-American,47.0,49.0,0,1,1
9901,45,1,2,1,African-American,47.0,49.0,0,1,1
9902,45,1,2,1,African-American,47.0,49.0,0,1,1
9903,45,1,2,1,African-American,47.0,49.0,0,1,1
9904,45,1,2,1,African-American,47.0,49.0,0,1,1
9905,45,1,2,1,African-American,47.0,49.0,0,1,1
9906,30,1,3,0,African-American,0.0,0.0,0,2,1
9907,30,1,3,0,African-American,0.0,0.0,0,2,1
9908,24,1,4,3,African-American,1.0,1.0,0,4,1
9909,24,1,4,3,African-American,1.0,1.0,0,4,1
9910,24,1,4,3,African-American,1.0,1.0,0,4,1
9911,44,1,6,0,African-American,1.0,1.0,0,5,0
9912,44,1,6,0,African-American,1.0,1.0,0,5,0
9913,25,1,2,0,African-American,0.0,0.0,1,3,1
9914,25,1,3,4,African-American,9.0,1.0,1,3,1
9915,45,1,1,2,Caucasian,0.0,1.0,0,1,0
9916,53,1,5,1,Hispanic,0.0,29.0,0,3,0
9917,26,1,10,13,African-American,65.0,41.0,0,10,0
9918,26,1,10,13,African-American,65.0,41.0,0,10,0
9919,26,1,10,13,African-American,65.0,41.0,0,10,0
9920,26,1,10,13,African-American,65.0,41.0,0,10,0
9921,26,1,10,13,African-American,65.0,41.0,0,10,0
9922,26,1,7,1,Caucasian,3.0,1.0,0,6,1
9923,26,1,7,1,Caucasian,3.0,1.0,0,6,1
9924,26,1,7,1,Caucasian,3.0,1.0,0,6,1
9925,37,1,1,2,Other,28.0,1.0,0,1,0
9926,20,1,10,3,African-American,301.0,554.0,0,10,0
9927,20,1,10,3,African-American,301.0,554.0,0,10,0
9928,71,1,1,0,Caucasian,0.0,1.0,0,1,0
9929,24,1,2,0,Hispanic,1.0,1.0,0,3,0
9930,40,1,1,2,Caucasian,1.0,1.0,0,1,0
9931,60,1,1,1,Caucasian,0.0,22.0,0,1,0
9932,33,0,9,10,Caucasian,176.0,605.0,0,6,0
9933,33,0,9,10,Caucasian,176.0,605.0,0,6,0
9934,39,1,7,5,African-American,0.0,459.0,0,4,0
9935,39,1,7,5,African-American,0.0,459.0,0,4,0
9936,33,0,2,0,Hispanic,0.0,2.0,0,1,0
9937,31,1,9,6,African-American,0.0,1080.0,0,8,0
9938,53,1,2,18,Hispanic,1.0,0.0,0,1,0
9939,55,1,1,0,Hispanic,5.0,7.0,0,1,0
9940,36,1,6,4,Caucasian,0.0,465.0,0,4,0
9941,34,1,1,0,Caucasian,0.0,1.0,0,1,0
9942,30,1,9,6,Other,17.0,1.0,1,7,1
9943,21,1,7,1,African-American,15.0,15.0,0,8,1
9944,21,1,7,1,African-American,15.0,15.0,0,8,1
9945,21,1,7,1,African-American,15.0,15.0,0,8,1
9946,44,1,5,2,Caucasian,7.0,1.0,0,3,0
9947,44,1,5,2,Caucasian,7.0,1.0,0,3,0
9948,55,1,1,0,Caucasian,0.0,1.0,0,1,0
9949,27,1,3,0,Hispanic,1.0,1.0,0,2,0
9950,22,1,2,1,Hispanic,0.0,1.0,0,3,0
9951,22,1,3,1,Caucasian,0.0,1.0,0,5,1
9952,22,1,3,1,Caucasian,0.0,1.0,0,5,1
9953,22,1,3,1,Caucasian,0.0,1.0,0,5,1
9954,22,1,3,1,Caucasian,0.0,1.0,0,5,1
9955,22,1,3,1,Caucasian,0.0,1.0,0,5,1
9956,23,0,3,1,African-American,0.0,6.0,0,4,0
9957,24,0,8,7,Caucasian,125.0,38.0,0,7,1
9958,24,0,8,7,Caucasian,125.0,38.0,0,7,1
9959,24,0,8,7,Caucasian,125.0,38.0,0,7,1
9960,25,1,2,2,Hispanic,1.0,744.0,0,2,0
9961,40,0,10,13,African-American,107.0,133.0,1,9,1
9962,57,1,4,9,Caucasian,58.0,1.0,0,1,1
9963,57,1,4,9,Caucasian,58.0,1.0,0,1,1
9964,57,1,4,9,Caucasian,58.0,1.0,0,1,1
9965,57,1,4,9,Caucasian,58.0,1.0,0,1,1
9966,33,1,3,0,Caucasian,0.0,2.0,0,2,1
9967,33,1,3,0,Caucasian,0.0,2.0,0,2,1
9968,33,1,3,0,Caucasian,0.0,2.0,0,2,1
9969,32,1,1,2,Caucasian,1.0,0.0,0,1,0
9970,32,1,1,2,Caucasian,1.0,0.0,0,1,0
9971,47,1,2,3,Caucasian,13.0,1.0,0,1,0
9972,47,1,2,3,Caucasian,13.0,1.0,0,1,0
9973,43,0,5,1,Caucasian,4.0,1.0,0,2,0
9974,51,1,1,6,Caucasian,18.0,33.0,0,1,1
9975,51,1,1,6,Caucasian,18.0,33.0,0,1,1
9976,51,1,1,6,Caucasian,18.0,33.0,0,1,1
9977,22,1,6,1,African-American,1.0,1.0,0,7,0
9978,47,1,1,2,Caucasian,1.0,1.0,0,2,0
9979,28,1,1,1,Caucasian,0.0,22.0,0,2,1
9980,28,1,1,1,Caucasian,0.0,22.0,0,2,1
9981,21,1,10,1,African-American,41.0,1.0,0,9,1
9982,21,1,10,1,African-American,41.0,1.0,0,9,1
9983,21,1,10,1,African-American,41.0,1.0,0,9,1
9984,21,1,10,1,African-American,41.0,1.0,0,9,1
9985,28,1,8,5,African-American,34.0,2.0,0,4,0
9986,28,1,8,5,African-American,34.0,2.0,0,4,0
9987,39,1,2,2,African-American,39.0,47.0,0,1,0
9988,39,1,2,2,African-American,39.0,47.0,0,1,0
9989,29,0,3,0,Caucasian,0.0,0.0,0,2,0
9990,44,0,1,1,Caucasian,6.0,1.0,0,1,1
9991,44,0,1,1,Caucasian,6.0,1.0,0,1,1
9992,25,1,4,0,African-American,2.0,1.0,0,3,1
9993,25,1,4,0,African-American,2.0,1.0,0,3,1
9994,34,0,2,0,African-American,0.0,1.0,0,1,-1
9995,34,1,2,4,African-American,0.0,1.0,0,2,0
9996,65,1,1,0,Caucasian,0.0,0.0,0,1,0
9997,65,1,1,0,Caucasian,0.0,0.0,0,1,0
9998,20,0,4,0,Caucasian,1.0,1.0,0,5,0
9999,33,1,6,5,Caucasian,119.0,1.0,0,6,1
10000,33,1,6,5,Caucasian,119.0,1.0,0,6,1
10001,33,1,6,5,Caucasian,119.0,1.0,0,6,1
10002,23,0,3,0,Caucasian,0.0,1.0,0,3,0
10003,44,0,1,0,Caucasian,0.0,2.0,0,1,0
10004,21,1,8,1,Hispanic,527.0,321.0,1,9,1
10005,66,1,2,0,Other,125.0,1.0,0,1,0
10006,24,1,3,1,African-American,0.0,1.0,0,5,0
10007,51,1,2,1,Caucasian,1.0,1.0,0,1,0
10008,21,0,8,0,African-American,1.0,1.0,0,7,1
10009,21,0,8,0,African-American,1.0,1.0,0,7,1
10010,39,1,6,6,Caucasian,0.0,1.0,0,2,0
10011,29,1,8,29,African-American,5.0,1.0,0,9,1
10012,29,1,8,29,African-American,5.0,1.0,0,9,1
10013,29,1,8,29,African-American,5.0,1.0,0,9,1
10014,29,1,8,29,African-American,5.0,1.0,0,9,1
10015,29,1,8,29,African-American,5.0,1.0,0,9,1
10016,24,1,6,1,Caucasian,0.0,5.0,0,4,0
10017,38,1,4,1,African-American,197.0,248.0,0,3,0
10018,32,1,5,1,Hispanic,0.0,0.0,0,5,0
10019,23,0,5,0,African-American,2.0,1.0,0,5,1
10020,31,1,10,11,African-American,1.0,1.0,1,7,1
10021,31,1,10,11,African-American,1.0,1.0,1,7,1
10022,35,0,2,0,African-American,0.0,1.0,0,1,0
10023,29,0,2,0,African-American,1.0,0.0,0,2,0
10024,30,1,1,0,Other,0.0,1.0,0,1,0
10025,34,1,7,8,Caucasian,69.0,104.0,0,4,0
10026,34,1,7,8,Caucasian,69.0,104.0,0,4,0
10027,39,0,6,4,African-American,3.0,3.0,0,1,0
10028,39,0,6,4,African-American,3.0,3.0,0,1,0
10029,32,1,1,0,Hispanic,2.0,2.0,0,1,0
10030,42,0,2,1,Caucasian,1.0,1.0,0,1,0
10031,29,1,2,6,African-American,5.0,60.0,0,2,0
10032,29,1,2,6,African-American,5.0,60.0,0,2,0
10033,29,1,2,6,African-American,5.0,60.0,0,2,0
10034,51,1,1,0,Caucasian,1.0,1.0,0,1,0
10035,22,1,7,1,Caucasian,236.0,4.0,0,5,0
10036,31,1,10,1,African-American,15.0,3437.0,0,4,0
10037,29,1,2,2,Caucasian,22.0,24.0,0,3,0
10038,35,1,8,8,Caucasian,252.0,259.0,0,4,1
10039,35,1,8,8,Caucasian,252.0,259.0,0,4,1
10040,35,1,8,8,Caucasian,252.0,259.0,0,4,1
10041,49,0,2,2,African-American,1.0,0.0,0,1,0
10042,21,1,9,0,African-American,0.0,1.0,0,5,0
10043,31,0,5,0,Caucasian,0.0,1.0,0,2,-1
10044,28,1,1,0,Hispanic,0.0,1.0,0,2,-1
10045,32,1,2,6,Caucasian,2.0,1.0,0,3,1
10046,32,1,2,6,Caucasian,2.0,1.0,0,3,1
10047,32,1,2,6,Caucasian,2.0,1.0,0,3,1
10048,32,1,2,6,Caucasian,2.0,1.0,0,3,1
10049,48,1,3,4,African-American,192.0,0.0,0,2,0
10050,33,1,4,3,Caucasian,11.0,16.0,1,3,1
10051,58,1,3,5,Caucasian,1.0,1.0,0,1,1
10052,58,1,3,5,Caucasian,1.0,1.0,0,1,1
10053,54,1,1,0,Other,27.0,1.0,0,1,0
10054,30,1,2,3,African-American,1.0,166.0,0,2,0
10055,30,1,2,3,African-American,1.0,166.0,0,2,0
10056,28,1,2,1,African-American,1.0,1.0,0,2,0
10057,28,1,2,1,African-American,1.0,1.0,0,2,0
10058,54,1,1,0,Hispanic,61.0,0.0,0,1,0
10059,33,1,9,2,African-American,28.0,5.0,0,5,1
10060,33,1,9,2,African-American,28.0,5.0,0,5,1
10061,43,0,10,5,African-American,439.0,372.0,0,5,0
10062,43,0,10,5,African-American,439.0,372.0,0,5,0
10063,24,1,3,0,African-American,10.0,1.0,0,5,1
10064,24,1,3,0,African-American,10.0,1.0,0,5,1
10065,48,1,4,10,African-American,175.0,0.0,0,1,0
10066,34,1,5,4,Other,1.0,1.0,0,3,0
10067,34,1,5,4,Other,1.0,1.0,0,3,0
10068,34,1,5,4,Other,1.0,1.0,0,3,0
